pubchem_id,common_name,iupac_name,smile,inchi,taste,odor,flavor_profile,fema_flavor_profile,fooddb_flavor_profile,bitter,super_sweet,bitterdb_id,flavornet_id,fooddb_id,supersweetdb_id,fema_number,cas_id,functional_groups,bond_stereo_count,undefined_atom_stereocenter_count,heavy_atom_count,hba_count,hbd_count,synthetic,natural,charge,isotope_atom_count,molecular_weight,fenoroli_and_os,exact_mass,volume3d,unknown_natural,covalently_bonded_unit_count,undefined_bond_stereocenter_count,num_rotatablebonds,defined_bond_stereocenter_count,xlogp,topological_polor_surfacearea,defined_atom_stereocenter_count,atom_stereo_count,complexity,monoisotopic_mass,has_odor,one_tag,has_bitter,no_sweet,has_sweet,fruity,green,floral,woody,herbal,only_sweet,sweet_and_something_else
61835,7-Hexyloxepan-2-one,7-hexyloxepan-2-one,CCCCCCC1CCCCC(=O)O1,"InChI=1S/C12H22O2/c1-2-3-4-5-8-11-9-6-7-10-12(13)14-11/h11H,2-10H2,1H3",,,"['peach', 'sweet', 'fruity', 'celery']",Fruit,peach@sweet@fruity@celery,0,,,0,FDB018358,,3610,16429-21-3@142285-19-6,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound,0,1,14,2,0,0,0,0,0,198.306,1,198.162,168.7,0,1,0,5,0,3.4,26.3,0,1,166.0,198.162,-1,0,0,0,1,1,0,0,0,0,0,1
61922,4-Methylthio-2-butanone,4-methylsulfanylbutan-2-one,CC(=O)CCSC,"InChI=1S/C5H10OS/c1-5(6)3-4-7-2/h3-4H2,1-2H3",,,"['sulfurous', 'potato', 'vegetable', 'tomato', 'earthy', 'fruit', 'sweet']",Fruit,sulfurous@potato@vegetable@tomato@earthy@fruit@sweet,0,,,1,FDB003374,,3375,34047-39-7,carbonyl compound@ketone@thioether,0,0,7,2,0,0,1,0,0,118.194,1,118.045,97.7,0,1,0,3,0,0.5,42.4,0,0,61.1,118.045,-1,0,0,0,1,1,0,0,0,0,0,1
61955,furan-2-ylmethyl pentanoate,furan-2-ylmethyl pentanoate,CCCCC(=O)OCC1=CC=CO1,"InChI=1S/C10H14O3/c1-2-3-6-10(11)13-8-9-5-4-7-12-9/h4-5,7H,2-3,6,8H2,1H3",,,"['apple', 'cheesy', 'pineapple', 'sweet', 'tropical', 'fruity']",Fruit,apple@cheesy@pineapple@sweet@tropical@fruity,0,,,0,FDB016857,,3397,36701-01-6,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound,0,0,13,3,0,0,1,0,0,182.219,1,182.094,149.7,0,1,0,6,0,2.1,39.4,0,0,156.0,182.094,-1,0,0,0,1,1,0,0,0,0,0,1
61984,Hexyl 2-furoate,hexyl furan-2-carboxylate,CCCCCCOC(=O)C1=CC=CO1,"InChI=1S/C11H16O3/c1-2-3-4-5-8-14-11(12)10-7-6-9-13-10/h6-7,9H,2-5,8H2,1H3",,,"['apple', 'waxy', 'floral', 'sweet', 'pear', 'green']",Floral,apple@waxy@floral@sweet@pear@green,0,,,0,FDB016855,,2571,39251-86-0,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound,0,0,14,3,0,0,0,0,0,196.246,1,196.11,161.8,0,1,0,7,0,3.5,39.4,0,0,168.0,196.11,-1,0,0,0,1,0,0,0,0,0,0,1
61985,Furfuryl octanoate,furan-2-ylmethyl octanoate,CCCCCCCC(=O)OCC1=CC=CO1,"InChI=1S/C13H20O3/c1-2-3-4-5-6-9-13(14)16-11-12-8-7-10-15-12/h7-8,10H,2-6,9,11H2,1H3",,,"['peach', 'waxy', 'sweet', 'fruity', 'metallic']",Fruit,peach@waxy@sweet@fruity@metallic,0,,,0,FDB016860,,3396,39252-03-4,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound,0,0,16,3,0,0,0,0,0,224.3,1,224.141,188.6,0,1,0,9,0,3.7,39.4,0,0,192.0,224.141,-1,0,0,0,1,1,0,0,0,0,0,1
61995,S-Allyl thiopropionate,S-prop-2-enyl propanethioate,CCC(=O)SCC=C,"InChI=1S/C6H10OS/c1-3-5-8-6(7)4-2/h3H,1,4-5H2,2H3",,,"['garlic', 'onion', 'fresh', 'sweet', 'gassy', 'green']",,garlic@onion@fresh@sweet@gassy@green,0,,,0,FDB016568,,,41820-22-8,thiocarboxylic acid derivative@thiocarboxylic acid ester@sulfenic acid derivative@alkene,0,0,8,2,0,0,0,0,0,130.205,0,130.045,108.1,0,1,0,4,0,1.8,42.4,0,0,88.5,130.045,-1,0,0,0,1,0,1,0,0,0,0,1
61997,Phenethyl senecioate,2-phenylethyl 3-methylbut-2-enoate,CC(=CC(=O)OCCC1=CC=CC=C1)C,"InChI=1S/C13H16O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,10H,8-9H2,1-2H3",,,"['sweet', 'herbal', 'deep', 'wine']",Floral,sweet@herbal@deep@wine,0,,,0,FDB016850,,2869,42078-65-9,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound,0,0,15,2,0,0,0,0,0,204.269,1,204.115,172.8,0,1,0,5,0,3.7,26.3,0,0,221.0,204.115,-1,0,0,0,1,0,0,0,0,1,0,1
62017,1-Acetylcyclohexyl acetate,(1-acetylcyclohexyl) acetate,CC(=O)C1(CCCCC1)OC(=O)C,"InChI=1S/C10H16O3/c1-8(11)10(13-9(2)12)6-4-3-5-7-10/h3-7H2,1-2H3",,,"['floral', 'sweet', 'fruity', 'honey', 'nutty']",Fruit,floral@sweet@fruity@honey@nutty,0,,,0,FDB019345,,3701,52789-73-8,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid ester,0,0,13,3,0,0,0,0,0,184.235,1,184.11,144.6,0,1,0,3,0,1.5,43.4,0,0,214.0,184.11,-1,0,0,0,1,1,0,0,0,0,0,1
62024,Ethyl 2-methyl-4-pentenoate,ethyl 2-methylpent-4-enoate,CCOC(=O)C(C)CC=C,"InChI=1S/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h4,7H,1,5-6H2,2-3H3",,,"['cooling', 'pineapple', 'banana', 'sweet', 'pungent', 'fruity', 'green']",Fruit,cooling@pineapple@banana@sweet@pungent@fruity@green,0,,,0,FDB000966,,3489,53399-81-8,carboxylic acid derivative@carboxylic acid ester@alkene,0,1,10,2,0,0,0,0,0,142.198,1,142.099,123.0,0,1,0,5,0,2.1,26.3,0,1,118.0,142.099,-1,0,0,0,1,0,0,0,0,0,0,1
62092,p-Tolyl isovalerate,(4-methylphenyl) 3-methylbutanoate,CC1=CC=C(C=C1)OC(=O)CC(C)C,"InChI=1S/C12H16O2/c1-9(2)8-12(13)14-11-6-4-10(3)5-7-11/h4-7,9H,8H2,1-3H3",,,"['tobacco', 'herbal', 'animal', 'sweet']",Floral,tobacco@herbal@animal@sweet,0,,,0,FDB016837,,3387,55066-56-3,carboxylic acid derivative@carboxylic acid ester@aromatic compound,0,0,14,2,0,0,1,0,0,192.258,1,192.115,161.3,0,1,0,4,0,3.5,26.3,0,0,179.0,192.115,-1,0,0,0,1,0,0,0,0,1,0,1
62098,Piperonyl Acetone,"4-(1,3-benzodioxol-5-yl)butan-2-one",CC(=O)CCC1=CC2=C(C=C1)OCO2,"InChI=1S/C11H12O3/c1-8(12)2-3-9-4-5-10-11(6-9)14-7-13-10/h4-6H,2-3,7H2,1H3",,,"['powdery', 'heliotrope', 'cotton', 'sweet', 'candy', 'raspberry']",Fruit,powdery@heliotrope@cotton@sweet@candy@raspberry,0,,,0,FDB021444,,2701,55418-52-5,carbonyl compound@ketone@acetal@aromatic compound@heterocyclic compound,0,0,14,3,0,0,0,0,0,192.214,1,192.079,151.7,0,1,0,3,0,1.8,35.5,0,0,215.0,192.079,-1,0,0,0,1,0,0,0,0,0,0,1
62148,3-(Hydroxymethyl)octan-2-one,3-(hydroxymethyl)octan-2-one,CCCCCC(CO)C(=O)C,"InChI=1S/C9H18O2/c1-3-4-5-6-9(7-10)8(2)11/h9-10H,3-7H2,1-2H3",,,"['musty', 'earthy', 'sweet', 'herbal']",Savory,musty@earthy@sweet@herbal,0,,,0,FDB016159,,3292,59191-78-5,carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol,0,1,11,2,1,0,0,0,0,158.241,1,158.131,137.5,0,1,0,6,0,1.8,37.3,0,1,110.0,158.131,-1,0,0,0,1,0,0,0,0,1,0,1
62166,"Ethyl 2-methyl-3,4-pentadienoate","ethyl 2-methylpenta-3,4-dienoate",CCOC(=O)C(C)C=C=C,"InChI=1S/C8H12O2/c1-4-6-7(3)8(9)10-5-2/h6-7H,1,5H2,2-3H3",,,"['tutti frutti', 'strawberry', 'sweet', 'rum', 'tropical', 'fruity', 'green']",Fruit,tutti frutti@strawberry@sweet@rum@tropical@fruity@green,0,,,0,FDB016200,,3678,60523-21-9,carboxylic acid derivative@carboxylic acid ester,0,1,10,2,0,0,0,0,0,140.182,1,140.084,121.0,0,1,0,4,0,1.4,26.3,0,1,155.0,140.084,-1,0,0,0,1,0,0,0,0,0,0,1
62240,Coniferan,[2-(2-methylbutan-2-yl)cyclohexyl] acetate,CCC(C)(C)C1CCCCC1OC(=O)C,"InChI=1S/C13H24O2/c1-5-13(3,4)11-8-6-7-9-12(11)15-10(2)14/h11-12H,5-9H2,1-4H3",,,"['fir', 'jam', 'woody', 'sweet', 'balsam', 'raspberry']",,fir@jam@woody@sweet@balsam@raspberry,0,,,0,FDB008410,,,67874-72-0,carboxylic acid derivative@carboxylic acid ester,0,2,15,2,0,0,0,0,0,212.333,0,212.178,176.2,0,1,0,4,0,4.1,26.3,0,2,221.0,212.178,-1,0,0,0,1,0,0,0,1,0,0,1
62321,Linalyl butyrate,"3,7-dimethylocta-1,6-dien-3-yl butanoate",CCCC(=O)OC(C)(CCC=C(C)C)C=C,"InChI=1S/C14H24O2/c1-6-9-13(15)16-14(5,7-2)11-8-10-12(3)4/h7,10H,2,6,8-9,11H2,1,3-5H3",,,"['berry', 'banana', 'sweet', 'fruity', 'bergamot', 'pear']",Pear,berry@banana@sweet@fruity@bergamot@pear,0,,,1,FDB002291,,2639,78-36-4,carboxylic acid derivative@carboxylic acid ester@alkene,0,1,16,2,0,0,1,0,0,224.344,1,224.178,195.0,0,1,0,8,0,4.1,26.3,0,1,262.0,224.178,-1,0,0,0,1,1,0,0,0,0,0,1
62341,1-Phenylethyl acetate,1-phenylethyl acetate,CC(C1=CC=CC=C1)OC(=O)C,"InChI=1S/C10H12O2/c1-8(12-9(2)11)10-6-4-3-5-7-10/h3-8H,1-2H3",,,"['bitter', 'rhubarb', 'gardenia', 'musty', 'floral', 'green', 'sweet', 'herbal', 'leafy', 'fruity']",Fruit,leafy@gardenia@herbal@floral@musty@sweet@fruity@rhubarb@green,0,,787.0,0,FDB009818,,2684,93-92-5@29759-11-3,carboxylic acid derivative@carboxylic acid ester@aromatic compound,0,1,12,2,0,0,1,0,0,164.204,1,164.084,135.3,0,1,0,3,0,2.0,26.3,0,1,148.0,164.084,-1,0,0,0,1,0,0,0,0,0,0,1
62348,Vanillyl alcohol,4-(hydroxymethyl)-2-methoxyphenol,COC1=C(C=CC(=C1)CO)O,"InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3",,,"['vanilla', 'sweet', 'anise', 'creamy', 'balsam', 'tonka', 'phenolic']",Dairy,vanilla@sweet@anise@creamy@balsam@tonka@phenolic,0,,,0,FDB008710,,3737,498-00-0,hydroxy compound@alcohol@primary alcohol@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,0,0,11,3,2,0,1,0,0,154.165,1,154.063,120.6,1,1,0,2,0,0.0,49.7,0,0,116.0,154.063,-1,0,0,0,1,0,0,0,0,0,0,1
62374,1125-21-9,"2,6,6-trimethylcyclohex-2-ene-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C,"InChI=1S/C9H12O2/c1-6-4-7(10)5-9(2,3)8(6)11/h4H,5H2,1-3H3",,,"['tobacco', 'musty', 'woody', 'sweet', 'leaf', 'tea']",Floral,tobacco@musty@woody@sweet@leaf@tea,0,,,0,FDB019928,,3421,1125-21-9,carbonyl compound@ketone@alkene,0,0,11,2,0,0,1,0,0,152.193,1,152.084,124.1,0,1,0,0,0,1.0,34.1,0,0,246.0,152.084,-1,0,0,0,1,0,0,0,1,0,0,1
62453,4-Vinylphenol,4-ethenylphenol,C=CC1=CC=C(C=C1)O,"InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2",,,"['medical', 'chemical', 'almond shell', 'sweet', 'phenolic']",,medical@chemical@almond shell@sweet@phenolic,0,,,1,FDB010540,,3739,2628-17-3,hydroxy compound@phenol or hydroxyhetarene@alkene@aromatic compound,0,0,9,1,1,0,1,0,0,120.151,1,120.058,103.6,0,1,0,1,0,2.4,20.2,0,0,90.7,120.058,-1,0,0,0,1,0,0,0,0,0,0,1
62490,2-(3-Phenylpropyl)tetrahydrofuran,2-(3-phenylpropyl)oxolane,C1CC(OC1)CCCC2=CC=CC=C2,"InChI=1S/C13H18O/c1-2-6-12(7-3-1)8-4-9-13-10-5-11-14-13/h1-3,6-7,13H,4-5,8-11H2",,,"['sweet', 'fruity', 'green']",Fruit,sweet@fruity@green,0,,,0,FDB015032,,2898,3208-40-0,ether@dialkyl ether@aromatic compound@heterocyclic compound,0,1,14,1,0,0,0,0,0,190.286,1,190.136,164.1,0,1,0,4,0,3.3,9.2,0,1,149.0,190.136,-1,0,0,0,1,0,0,0,0,0,0,1
62553,Isopropyl phenylacetate,propan-2-yl 2-phenylacetate,CC(C)OC(=O)CC1=CC=CC=C1,"InChI=1S/C11H14O2/c1-9(2)13-11(12)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",,,"['honeysuckle', 'sweet', 'powdery', 'winey']",Floral,honeysuckle@sweet@powdery@winey,0,,,0,FDB020159,,2956,4861-85-2,carboxylic acid derivative@carboxylic acid ester@aromatic compound,0,0,13,2,0,0,0,0,0,178.231,1,178.099,149.3,0,1,0,4,0,2.6,26.3,0,0,158.0,178.099,-1,0,0,0,1,0,0,0,0,0,0,1
62583,Epsilon-decalactone,7-butyloxepan-2-one,CCCCC1CCCCC(=O)O1,"InChI=1S/C10H18O2/c1-2-3-6-9-7-4-5-8-10(11)12-9/h9H,2-8H2,1H3",,,"['sweet', 'creamy', 'tonka']",,sweet@creamy@tonka,0,,,0,FDB011215,,3613,5579-78-2,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound,0,1,12,2,0,0,0,0,0,170.252,1,170.131,142.6,0,1,0,3,0,2.8,26.3,0,1,143.0,170.131,-1,0,0,0,1,0,0,0,0,0,0,1
62592,Heptyl butyrate,heptyl butanoate,CCCCCCCOC(=O)CCC,"InChI=1S/C11H22O2/c1-3-5-6-7-8-10-13-11(12)9-4-2/h3-10H2,1-2H3",,,"['chamomile', 'floral', 'sweet', 'tropical', 'fruity', 'clean', 'tea', 'green']",Fruit,chamomile@floral@sweet@tropical@fruity@clean@tea@green,0,,,0,FDB012869,,2549,5870-93-9,carboxylic acid derivative@carboxylic acid ester,0,0,13,2,0,0,1,0,0,186.295,1,186.162,164.3,0,1,0,9,0,3.8,26.3,0,0,121.0,186.162,-1,0,0,0,1,0,0,0,0,0,0,1
62610,Calcium saccharin,"calcium;1,1-dioxo-1,2-benzothiazol-3-olate",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ca+2],"InChI=1S/2C7H5NO3S.Ca/c2*9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h2*1-4H,(H,8,9);/q;;+2/p-2",,,"['odorless', 'sweet']",,odorless,0,Sweet,,0,FDB000920,24.0,,6485-34-3,cation@anion@sulfonic acid derivative@sulfonamide@aromatic compound@heterocyclic compound,0,0,25,8,0,1,0,0,0,404.424,0,403.945,,0,3,0,0,0,,156.0,0,0,314.0,403.945,-1,0,0,0,1,0,0,0,0,0,0,1
62752,21835-01-8,3-ethyl-2-hydroxycyclopent-2-en-1-one,CCC1=C(C(=O)CC1)O,"InChI=1S/C7H10O2/c1-2-5-3-4-6(8)7(5)9/h9H,2-4H2,1H3",,,"['butterscotch', 'chocolate', 'caramel', 'smoky', 'sweet', 'maple', 'fenugreek']",Savory,butterscotch@chocolate@caramel@smoky@sweet@maple@fenugreek,0,,,0,FDB003247,,3152,21835-01-8,carbonyl compound@ketone@enol,0,0,9,2,1,0,0,0,0,126.155,1,126.068,103.8,0,1,0,1,0,0.7,37.3,0,0,168.0,126.068,-1,0,0,0,1,0,0,0,0,0,0,1
62908,Methyl 2-hydroxy-4-methylpentanoate,methyl 2-hydroxy-4-methylpentanoate,CC(C)CC(C(=O)OC)O,"InChI=1S/C7H14O3/c1-5(2)4-6(8)7(9)10-3/h5-6,8H,4H2,1-3H3",,,"['musty', 'sweet', 'fruity']",Fruit,musty@sweet@fruity,0,,,0,FDB015089,,3706,40348-72-9,hydroxy compound@alcohol@secondary alcohol@carboxylic acid derivative@carboxylic acid ester,0,1,10,3,1,0,1,0,0,146.186,1,146.094,119.7,0,1,0,4,0,1.2,46.5,0,1,109.0,146.094,-1,0,0,0,1,1,0,0,0,0,0,1
62911,2-Methyl-4-phenylbutanal,2-methyl-4-phenylbutanal,CC(CCC1=CC=CC=C1)C=O,"InChI=1S/C11H14O/c1-10(9-12)7-8-11-5-3-2-4-6-11/h2-6,9-10H,7-8H2,1H3",,,"['floral', 'earthy', 'sweet', 'musty']",Floral,floral@earthy@sweet@musty,0,,,0,FDB009856,,2737,40654-82-8,carbonyl compound@aldehyde@aromatic compound,0,1,12,1,0,0,0,0,0,162.232,1,162.104,141.9,0,1,0,4,0,2.5,17.1,0,1,125.0,162.104,-1,0,0,0,1,0,0,1,0,0,0,1
62913,"2,5-Diethyltetrahydrofuran","2,5-diethyloxolane",CCC1CCC(O1)CC,"InChI=1S/C8H16O/c1-3-7-5-6-8(4-2)9-7/h7-8H,3-6H2,1-2H3",,,"['caramel', 'sweet', 'herbal']",Savory,caramel@sweet@herbal,0,,,0,FDB000729,,3743,41239-48-9,ether@dialkyl ether@heterocyclic compound,0,2,9,1,0,0,1,0,0,128.215,1,128.12,113.0,0,1,0,2,0,2.5,9.2,0,2,70.6,128.12,-1,0,0,0,1,0,0,0,0,1,0,1
65575,Cedrol,,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1",,woody-earthy,"['soft', 'cedarwood', 'sweet', 'woody', 'dry']",,soft@cedarwood@sweet@woody@dry,0,,,0,FDB014697,,4503,77-53-2,hydroxy compound@alcohol@tertiary alcohol,0,0,16,1,1,0,1,0,0,222.372,1,222.198,186.2,0,1,0,0,0,3.9,20.2,5,5,321.0,222.198,1,0,0,0,1,0,0,0,1,0,0,1
67116,4-Ethoxy-3-methoxybenzaldehyde,4-ethoxy-3-methoxybenzaldehyde,CCOC1=C(C=C(C=C1)C=O)OC,"InChI=1S/C10H12O3/c1-3-13-9-5-4-8(7-11)6-10(9)12-2/h4-7H,3H2,1-2H3",,,"['floral', 'sweet', 'vanilla']",,floral@sweet@vanilla,0,,,0,FDB000871,,,120-25-2,carbonyl compound@aldehyde@ether@alkyl aryl ether@aromatic compound,0,0,13,3,0,0,0,0,0,180.203,0,180.079,145.1,0,1,0,4,0,1.7,35.5,0,0,158.0,180.079,-1,0,0,0,1,0,0,1,0,0,0,1
67179,(+)-Linalool,"(3S)-3,7-dimethylocta-1,6-dien-3-ol",CC(=CCCC(C)(C=C)O)C,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m1/s1",,,"['floral', 'sweet', 'lavender', 'petitgrain']",,floral@sweet@lavender@petitgrain,0,,,0,FDB014942,,,126-90-9,hydroxy compound@alcohol@tertiary alcohol@alkene,0,0,11,1,1,0,1,0,0,154.253,0,154.136,139.5,0,1,0,4,0,2.7,20.2,1,1,154.0,154.136,-1,0,0,0,1,0,0,1,0,0,0,1
71544,Phenylacetaldehyde diisobutyl acetal,"2,2-bis(2-methylpropoxy)ethylbenzene",CC(C)COC(CC1=CC=CC=C1)OCC(C)C,"InChI=1S/C16H26O2/c1-13(2)11-17-16(18-12-14(3)4)10-15-8-6-5-7-9-15/h5-9,13-14,16H,10-12H2,1-4H3",,,"['cortex', 'rose', 'floral', 'sweet', 'almond', 'green']",Floral,cortex@rose@floral@sweet@almond@green,0,,,0,FDB016840,,3384,68345-22-2,acetal@aromatic compound,0,0,18,2,0,0,0,0,0,250.382,1,250.193,215.7,0,1,0,8,0,4.7,18.5,0,0,183.0,250.193,-1,0,0,0,1,0,0,0,0,0,0,1
75187,4-Methylbenzyl acetate,(4-methylphenyl)methyl acetate,CC1=CC=C(C=C1)COC(=O)C,"InChI=1S/C10H12O2/c1-8-3-5-10(6-4-8)7-12-9(2)11/h3-6H,7H2,1-2H3",,,"['herbal', 'floral', 'sweet', 'fruity', 'green']",,herbal@floral@sweet@fruity@green,0,,,0,FDB020213,,,2216-45-7,carboxylic acid derivative@carboxylic acid ester@aromatic compound,0,0,12,2,0,0,0,0,0,164.204,0,164.084,137.0,0,1,0,3,0,2.4,26.3,0,0,146.0,164.084,-1,0,0,0,1,0,0,0,0,0,0,1
75320,Isoamyl decanoate,3-methylbutyl decanoate,CCCCCCCCCC(=O)OCCC(C)C,"InChI=1S/C15H30O2/c1-4-5-6-7-8-9-10-11-15(16)17-13-12-14(2)3/h14H,4-13H2,1-3H3",,,"['banana', 'waxy', 'sweet', 'fruity', 'cognac', 'green']",,banana@waxy@sweet@fruity@cognac@green,0,,,0,FDB018371,,,2306-91-4,carboxylic acid derivative@carboxylic acid ester,0,0,17,2,0,0,0,0,0,242.403,0,242.225,215.2,0,1,0,12,0,5.9,26.3,0,0,176.0,242.225,-1,0,0,0,1,0,0,0,0,0,0,1
78484,1-Methoxyhexane,1-methoxyhexane,CCCCCCOC,"InChI=1S/C7H16O/c1-3-4-5-6-7-8-2/h3-7H2,1-2H3",,,"['painty', 'herbal', 'sweet', 'fruity', 'lavender']",Floral,painty@herbal@sweet@fruity@lavender,0,,,0,FDB009842,,4291,4747-07-3,ether@dialkyl ether,0,0,8,1,0,0,1,0,0,116.204,1,116.12,107.2,0,1,0,5,0,2.4,9.2,0,0,35.4,116.12,-1,0,0,0,1,0,0,0,0,0,0,1
80455,2-(Ethoxymethyl)furan,2-(ethoxymethyl)furan,CCOCC1=CC=CO1,"InChI=1S/C7H10O2/c1-2-8-6-7-4-3-5-9-7/h3-5H,2,6H2,1H3",,,"['sweet', 'spicy']",Nuts,sweet@spicy,0,,,0,FDB020196,,4114,6270-56-0,ether@dialkyl ether@aromatic compound@heterocyclic compound,0,0,9,2,0,0,0,0,0,126.155,1,126.068,105.2,0,1,0,3,0,1.3,22.4,0,0,73.3,126.068,-1,0,0,0,1,0,0,0,0,0,0,1
80584,"(2,2-Diethoxyethyl)benzene","2,2-diethoxyethylbenzene",CCOC(CC1=CC=CC=C1)OCC,"InChI=1S/C12H18O2/c1-3-13-12(14-4-2)10-11-8-6-5-7-9-11/h5-9,12H,3-4,10H2,1-2H3",,,"['fresh', 'sweet', 'bluebell', 'almond', 'lime blossom', 'green']",,fresh@sweet@bluebell@almond@lime blossom@green,0,,,0,FDB021765,,4625,6314-97-2,acetal@aromatic compound,0,0,14,2,0,0,0,0,0,194.274,0,194.131,164.7,0,1,0,6,0,2.8,18.5,0,0,124.0,194.131,-1,0,0,0,1,0,1,0,0,0,0,1
86733,"2-Isobutyl-4-methyl-1,3-dioxolane","4-methyl-2-(2-methylpropyl)-1,3-dioxolane",CC1COC(O1)CC(C)C,"InChI=1S/C8H16O2/c1-6(2)4-8-9-5-7(3)10-8/h6-8H,4-5H2,1-3H3",,,"['sour', 'ethereal', 'ripe', 'sweet', 'tropical', 'fruity', 'dairy', 'buttery', 'rummy']",Floral,sour@ethereal@ripe@sweet@tropical@fruity@dairy@buttery@rummy,0,,,0,FDB009184,,4286,18433-93-7,acetal@heterocyclic compound,0,2,10,2,0,0,0,0,0,144.214,1,144.115,119.9,0,1,0,2,0,2.0,18.5,0,2,101.0,144.115,-1,0,0,0,1,1,0,0,0,0,0,1
88735,Isomalt,"(2R,3R,4R,5R)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,4,5-pentol",C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,"InChI=1S/C12H24O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4-21H,1-3H2/t4-,5-,6-,7-,8-,9-,10+,11-,12+/m1/s1",pure sweet taste (sweetening power =0.45 relative to sucrose in about a 10% solution),,"['odorless', 'sweet']",,odorless,0,Sweet,,0,FDB001164,10613.0,,20942-99-8@64519-82-0,"acetal@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@heterocyclic compound",0,0,23,11,9,0,0,0,0,344.313,0,344.132,238.9,0,1,0,8,0,-5.2,201.0,9,9,343.0,344.132,-1,0,0,0,1,0,0,0,0,0,0,1
92138,Elemol,"2-[(1R,3S,4S)-4-ethenyl-4-methyl-3-prop-1-en-2-ylcyclohexyl]propan-2-ol",CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,"InChI=1S/C15H26O/c1-7-15(6)9-8-12(14(4,5)16)10-13(15)11(2)3/h7,12-13,16H,1-2,8-10H2,3-6H3/t12-,13+,15-/m1/s1",,,"['sweet', 'wood', 'woody', 'green']",,sweet@wood@woody@green,0,,,1,FDB006367,,,639-99-6,hydroxy compound@alcohol@tertiary alcohol@alkene,0,0,16,1,1,0,1,0,0,222.372,1,222.198,191.6,0,1,0,3,0,4.4,20.2,3,3,290.0,222.198,-1,0,0,0,1,0,0,0,0,0,0,1
93111,27538-09-6,5-ethyl-4-hydroxy-2-methylfuran-3-one,CCC1=C(C(=O)C(O1)C)O,"InChI=1S/C7H10O3/c1-3-5-7(9)6(8)4(2)10-5/h4,9H,3H2,1-2H3",,,"['bready', 'brown', 'caramel', 'burnt', 'cotton candy', 'sweet', 'sugar', 'maple']",,bready@brown@caramel@burnt@cotton candy@sweet@sugar@maple,0,,,1,FDB029759,,,27538-09-6,carbonyl compound@ketone@heterocyclic compound,0,1,10,3,1,0,0,0,0,142.154,0,142.063,110.4,0,1,0,1,0,1.1,46.5,0,1,193.0,142.063,-1,0,0,0,1,0,0,0,0,0,0,1
94174,"(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol","(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol",CC1CCC2C1C3C(C3(C)C)CCC2(C)O,"InChI=1S/C15H26O/c1-9-5-6-10-12(9)13-11(14(13,2)3)7-8-15(10,4)16/h9-13,16H,5-8H2,1-4H3/t9-,10+,11-,12-,13?,15+/m1/s1",,,"['herbal', 'sweet', 'fruity', 'tropical', 'minty', 'green']",,herbal@sweet@fruity@tropical@minty@green,0,,,0,FDB015568,,,,hydroxy compound@alcohol@tertiary alcohol,0,1,16,1,1,0,1,0,0,222.372,0,222.198,185.5,0,1,0,0,0,3.7,20.2,5,6,309.0,222.198,-1,0,0,0,1,0,0,0,0,0,0,1
